h0_lm0_x,h0_lm0_y,h0_lm0_z,h0_lm1_x,h0_lm1_y,h0_lm1_z,h0_lm2_x,h0_lm2_y,h0_lm2_z,h0_lm3_x,h0_lm3_y,h0_lm3_z,h0_lm4_x,h0_lm4_y,h0_lm4_z,h0_lm5_x,h0_lm5_y,h0_lm5_z,h0_lm6_x,h0_lm6_y,h0_lm6_z,h0_lm7_x,h0_lm7_y,h0_lm7_z,h0_lm8_x,h0_lm8_y,h0_lm8_z,h0_lm9_x,h0_lm9_y,h0_lm9_z,h0_lm10_x,h0_lm10_y,h0_lm10_z,h0_lm11_x,h0_lm11_y,h0_lm11_z,h0_lm12_x,h0_lm12_y,h0_lm12_z,h0_lm13_x,h0_lm13_y,h0_lm13_z,h0_lm14_x,h0_lm14_y,h0_lm14_z,h0_lm15_x,h0_lm15_y,h0_lm15_z,h0_lm16_x,h0_lm16_y,h0_lm16_z,h0_lm17_x,h0_lm17_y,h0_lm17_z,h0_lm18_x,h0_lm18_y,h0_lm18_z,h0_lm19_x,h0_lm19_y,h0_lm19_z,h0_lm20_x,h0_lm20_y,h0_lm20_z,h1_lm0_x,h1_lm0_y,h1_lm0_z,h1_lm1_x,h1_lm1_y,h1_lm1_z,h1_lm2_x,h1_lm2_y,h1_lm2_z,h1_lm3_x,h1_lm3_y,h1_lm3_z,h1_lm4_x,h1_lm4_y,h1_lm4_z,h1_lm5_x,h1_lm5_y,h1_lm5_z,h1_lm6_x,h1_lm6_y,h1_lm6_z,h1_lm7_x,h1_lm7_y,h1_lm7_z,h1_lm8_x,h1_lm8_y,h1_lm8_z,h1_lm9_x,h1_lm9_y,h1_lm9_z,h1_lm10_x,h1_lm10_y,h1_lm10_z,h1_lm11_x,h1_lm11_y,h1_lm11_z,h1_lm12_x,h1_lm12_y,h1_lm12_z,h1_lm13_x,h1_lm13_y,h1_lm13_z,h1_lm14_x,h1_lm14_y,h1_lm14_z,h1_lm15_x,h1_lm15_y,h1_lm15_z,h1_lm16_x,h1_lm16_y,h1_lm16_z,h1_lm17_x,h1_lm17_y,h1_lm17_z,h1_lm18_x,h1_lm18_y,h1_lm18_z,h1_lm19_x,h1_lm19_y,h1_lm19_z,h1_lm20_x,h1_lm20_y,h1_lm20_z,label
0.5366860628128052,0.8235127925872803,-2.1914938486133906e-07,0.48678213357925415,0.7953910231590271,-0.010914499871432781,0.4491638243198395,0.7396419048309326,-0.02193029783666134,0.42096444964408875,0.6958657503128052,-0.035309046506881714,0.40167999267578125,0.6608207821846008,-0.047682203352451324,0.48100411891937256,0.6127103567123413,-0.003047290025278926,0.4470495283603668,0.583837628364563,-0.02991001307964325,0.42367449402809143,0.6092510223388672,-0.05508853495121002,0.4121341407299042,0.6388858556747437,-0.06935679912567139,0.49978312849998474,0.590643584728241,-0.010118727572262287,0.4778100252151489,0.5063712000846863,-0.027807967737317085,0.4564928710460663,0.4567011594772339,-0.04132583364844322,0.43608319759368896,0.42162489891052246,-0.05002843961119652,0.5225338935852051,0.5935876369476318,-0.021518094465136528,0.5170848965644836,0.5023241639137268,-0.03547035902738571,0.5065504312515259,0.4460177421569824,-0.04306039586663246,0.4987902045249939,0.4002331495285034,-0.04712618887424469,0.5442861914634705,0.6154877543449402,-0.034935642033815384,0.5572935342788696,0.542382538318634,-0.04242205619812012,0.5656090378761292,0.4952338933944702,-0.04477281868457794,0.5746438503265381,0.446489155292511,-0.04624767228960991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.5165959000587463,0.8940640687942505,-2.742572746683436e-07,0.4665314555168152,0.8312456607818604,-0.008812984451651573,0.4392696022987366,0.7539161443710327,-0.016376236453652382,0.42541101574897766,0.6877421736717224,-0.02714451774954796,0.41870757937431335,0.6367430686950684,-0.035928670316934586,0.49543434381484985,0.6517834663391113,0.009138951078057289,0.4709734320640564,0.5916288495063782,-0.01673976145684719,0.44578301906585693,0.5952997803688049,-0.04209920018911362,0.43022310733795166,0.6150152087211609,-0.05580277740955353,0.5219506025314331,0.6427530646324158,0.0027117435820400715,0.5146071314811707,0.5405455231666565,-0.008468331769108772,0.5059685707092285,0.4778722822666168,-0.019395437091588974,0.4981958866119385,0.424116313457489,-0.02734670788049698,0.5493730902671814,0.6572762727737427,-0.009027330204844475,0.5599592328071594,0.5562961101531982,-0.018052663654088974,0.5608888864517212,0.4940568804740906,-0.02173708751797676,0.564117431640625,0.4458850920200348,-0.023699337616562843,0.57501220703125,0.6919699311256409,-0.023253189399838448,0.5977023839950562,0.6231733560562134,-0.027017217129468918,0.6112769246101379,0.5798531770706177,-0.02613152377307415,0.6274054646492004,0.5372462272644043,-0.02487100102007389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.45780956745147705,0.7892535924911499,-2.2166449298310908e-07,0.43130943179130554,0.709280252456665,-0.005813780706375837,0.4274121820926666,0.6262747645378113,-0.011256061494350433,0.42875322699546814,0.5629303455352783,-0.020671725273132324,0.4344339370727539,0.5147178173065186,-0.029768025502562523,0.49425169825553894,0.5901593565940857,0.013254732824862003,0.4874526858329773,0.5271928310394287,-0.008556411601603031,0.47019410133361816,0.5041273832321167,-0.030567141249775887,0.45608845353126526,0.4984999895095825,-0.042489081621170044,0.5168126821517944,0.5966894030570984,0.0053658634424209595,0.5315773487091064,0.5148701667785645,-0.005957637447863817,0.5348331332206726,0.4563942551612854,-0.017467644065618515,0.536841630935669,0.40643471479415894,-0.02485979162156582,0.534604549407959,0.621940016746521,-0.007427810691297054,0.5619372129440308,0.5481898188591003,-0.017021723091602325,0.5737513899803162,0.4952894449234009,-0.023279866203665733,0.5842572450637817,0.45421648025512695,-0.026431003585457802,0.546314001083374,0.6592186689376831,-0.02226768247783184,0.5795482397079468,0.616457462310791,-0.027633287012577057,0.6011670231819153,0.5873741507530212,-0.029407372698187828,0.6235042214393616,0.5598622560501099,-0.029957253485918045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.5703421235084534,0.684840202331543,-9.193750827307667e-08,0.5326117277145386,0.6975448131561279,-0.012833472341299057,0.49718785285949707,0.6856966018676758,-0.025738967582583427,0.47161865234375,0.6762090921401978,-0.03960030898451805,0.4502373933792114,0.6613519191741943,-0.053226035088300705,0.4938605725765228,0.5748677849769592,-0.014527726918458939,0.46274977922439575,0.5800431370735168,-0.03853448107838631,0.4518294036388397,0.6108255386352539,-0.05877550691366196,0.44852522015571594,0.6387721300125122,-0.07008695602416992,0.5048407912254333,0.5510514974594116,-0.01994931884109974,0.4709494113922119,0.49918821454048157,-0.0376339852809906,0.44629308581352234,0.4716747999191284,-0.051657501608133316,0.4237994849681854,0.4544074535369873,-0.06087537854909897,0.5217890739440918,0.5433580279350281,-0.028188498690724373,0.4962430000305176,0.48072153329849243,-0.042851779609918594,0.47609952092170715,0.447528600692749,-0.053365156054496765,0.45624473690986633,0.4228997230529785,-0.05982936546206474,0.5413056015968323,0.5510291457176208,-0.03766490891575813,0.5292003154754639,0.4974658787250519,-0.04676385596394539,0.5169516205787659,0.4623715281486511,-0.05118296295404434,0.5025516152381897,0.4303021728992462,-0.05428839474916458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.5590154528617859,0.7322497963905334,1.0035402731034537e-08,0.5196865797042847,0.7434554696083069,-0.01446693204343319,0.48438572883605957,0.7221507430076599,-0.02816678024828434,0.455064058303833,0.6964264512062073,-0.042550891637802124,0.43180376291275024,0.6741461157798767,-0.05651046335697174,0.4818769097328186,0.6121401786804199,-0.014483900740742683,0.45109349489212036,0.60459303855896,-0.03613347187638283,0.43714770674705505,0.623161256313324,-0.054411083459854126,0.43186840415000916,0.6417595148086548,-0.06460697203874588,0.49792417883872986,0.5798900723457336,-0.01842460408806801,0.4692773222923279,0.523166298866272,-0.03157717362046242,0.44940218329429626,0.4832097887992859,-0.039292819797992706,0.4309479296207428,0.44821983575820923,-0.044489599764347076,0.5203971266746521,0.5687344670295715,-0.025759533047676086,0.5087563991546631,0.4945009648799896,-0.03869199752807617,0.5016630291938782,0.44245707988739014,-0.04533776640892029,0.4948824346065521,0.3987506926059723,-0.04922906309366226,0.5445343852043152,0.5736072659492493,-0.03455770015716553,0.5523092150688171,0.5126162171363831,-0.04350435733795166,0.5568541884422302,0.4724213778972626,-0.045710451900959015,0.5596636533737183,0.4329741895198822,-0.04697505757212639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.5475046038627625,0.7203963994979858,-2.452973149047466e-07,0.4890570044517517,0.6842295527458191,-0.018720479682087898,0.4428638219833374,0.6247875690460205,-0.03399944677948952,0.4123191833496094,0.5731374621391296,-0.052499882876873016,0.4087792932987213,0.5221238136291504,-0.06960215419530869,0.48794203996658325,0.48932039737701416,-0.0012918803840875626,0.45669201016426086,0.44256800413131714,-0.03350282460451126,0.4313623309135437,0.45692721009254456,-0.061495326459407806,0.4146348834037781,0.48334741592407227,-0.07599828392267227,0.5122631788253784,0.45867452025413513,-0.006010464858263731,0.4900919497013092,0.37393465638160706,-0.026167595759034157,0.4687783420085907,0.32301783561706543,-0.04103552922606468,0.44733884930610657,0.2857913374900818,-0.04977962002158165,0.53902667760849,0.45384347438812256,-0.017285622656345367,0.5239684581756592,0.3560154438018799,-0.03603888675570488,0.5055246353149414,0.29762178659439087,-0.04360126331448555,0.4894122779369354,0.2524045705795288,-0.04527758061885834,0.5652856230735779,0.47116991877555847,-0.031607672572135925,0.5754772424697876,0.38380518555641174,-0.04346993938088417,0.580036461353302,0.32536906003952026,-0.04693542793393135,0.5834496021270752,0.2700458765029907,-0.047055263072252274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.5312419533729553,0.7464856505393982,-9.866443662076563e-08,0.5019006729125977,0.730393648147583,-0.0089540034532547,0.47648245096206665,0.7025521397590637,-0.019605310633778572,0.4576793313026428,0.6843246817588806,-0.03129719942808151,0.44563397765159607,0.663507878780365,-0.04267219826579094,0.49748215079307556,0.6160149574279785,-0.010577070526778698,0.47358986735343933,0.6015549302101135,-0.02938431315124035,0.4601083993911743,0.6241166591644287,-0.04643716290593147,0.45297902822494507,0.6473399996757507,-0.0563473179936409,0.5092868804931641,0.6025353670120239,-0.01483430340886116,0.4917766749858856,0.5509710907936096,-0.029547404497861862,0.4752376079559326,0.5264730453491211,-0.041421812027692795,0.4609335660934448,0.5094804763793945,-0.04927147924900055,0.5239651203155518,0.6056100726127625,-0.02113981917500496,0.5173737406730652,0.5424903035163879,-0.03265443444252014,0.5079053640365601,0.5041437745094299,-0.04209147393703461,0.5010454058647156,0.47326868772506714,-0.04852686822414398,0.5380434393882751,0.6221286654472351,-0.028315246105194092,0.5499925017356873,0.5795828104019165,-0.034491028636693954,0.5575776696205139,0.551600992679596,-0.03859419375658035,0.5650574564933777,0.5219047665596008,-0.042165108025074005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.5788261890411377,0.7558854818344116,-1.499083026601511e-07,0.5435176491737366,0.7374775409698486,-0.016461124643683434,0.5148931741714478,0.7038894891738892,-0.029131872579455376,0.4969053268432617,0.674470841884613,-0.04241052642464638,0.49466145038604736,0.6419391632080078,-0.05463167652487755,0.5443322658538818,0.6050153970718384,-0.011229440569877625,0.5208884477615356,0.5771991014480591,-0.03341127559542656,0.5046982765197754,0.5941525101661682,-0.052932605147361755,0.49609702825546265,0.6184123158454895,-0.06416112929582596,0.5617918968200684,0.5877400040626526,-0.012794031761586666,0.5447321534156799,0.5227010250091553,-0.026050200685858727,0.532075047492981,0.47893932461738586,-0.03811436519026756,0.5205560922622681,0.4433419108390808,-0.047571901232004166,0.5810485482215881,0.5906711220741272,-0.018033046275377274,0.5725343227386475,0.5223419666290283,-0.02988286316394806,0.5647936463356018,0.47608867287635803,-0.03855472058057785,0.5577130317687988,0.4353780150413513,-0.04463532194495201,0.5998845100402832,0.6095201373100281,-0.025178296491503716,0.6017969250679016,0.5577106475830078,-0.03213632479310036,0.6003937125205994,0.5221413373947144,-0.035078324377536774,0.5986778140068054,0.4859296977519989,-0.037564586848020554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.532267689704895,0.8165649175643921,-1.1486434203789031e-07,0.49930453300476074,0.7794339656829834,-0.013227708637714386,0.47738248109817505,0.7301470041275024,-0.02271384745836258,0.4639447331428528,0.6894038319587708,-0.03311064839363098,0.4643124043941498,0.655674159526825,-0.04262438416481018,0.5156586766242981,0.6613989472389221,-0.004946873523294926,0.4992887079715729,0.6249596476554871,-0.022792095318436623,0.4833270311355591,0.6282539367675781,-0.03851126879453659,0.47374221682548523,0.6413484215736389,-0.047389935702085495,0.5335591435432434,0.6511860489845276,-0.007346717175096273,0.5276981592178345,0.5892972350120544,-0.018506895750761032,0.5201222896575928,0.5471652746200562,-0.02750428393483162,0.5121195316314697,0.515874981880188,-0.03355121612548828,0.5496137738227844,0.6595950722694397,-0.01338436733931303,0.549942672252655,0.5960973501205444,-0.02310655452311039,0.5471985936164856,0.5535337328910828,-0.02892981842160225,0.5447697639465332,0.5190058350563049,-0.03227498382329941,0.5634428262710571,0.683530330657959,-0.02134026773273945,0.5720974802970886,0.6379108428955078,-0.028394335880875587,0.5754159688949585,0.6032428741455078,-0.031208118423819542,0.5778893828392029,0.5697092413902283,-0.0326249822974205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.4824625849723816,0.7706602811813354,-1.562380305131228e-07,0.4589509069919586,0.73216313123703,-0.005943045951426029,0.4445992708206177,0.6907886266708374,-0.012872472405433655,0.43417948484420776,0.6607609987258911,-0.02118600904941559,0.42938604950904846,0.6341132521629333,-0.029263362288475037,0.479422390460968,0.6397053599357605,-0.004443194251507521,0.46459847688674927,0.607060968875885,-0.019500214606523514,0.4483356475830078,0.6114071011543274,-0.033314306288957596,0.4373757839202881,0.6239005327224731,-0.04120131954550743,0.48943090438842773,0.6369004249572754,-0.008253436535596848,0.48766079545021057,0.5807332992553711,-0.01921488717198372,0.4792735278606415,0.5466364026069641,-0.02842102013528347,0.4703923463821411,0.5214546322822571,-0.03454119712114334,0.49851852655410767,0.6470054388046265,-0.013966902159154415,0.502600371837616,0.5906166434288025,-0.022141803056001663,0.49804145097732544,0.5555201172828674,-0.028397442772984505,0.4932190477848053,0.5268237590789795,-0.03245668485760689,0.5051386952400208,0.6675447821617126,-0.02056979201734066,0.5140049457550049,0.6302517056465149,-0.02518591471016407,0.5150938034057617,0.6018716096878052,-0.027477916330099106,0.5146549940109253,0.5732848048210144,-0.029212573543190956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
